,Student,group,abs_perform_diff_best,phase,user2,Q7_Q7_1,Q7_Q7_2,Q8_Q8_1,Q10
671,JoseMolano,0,76.25,5,JoseMolano,1.0,5.0,4.0,4.0
672,maikellPardoA,0,265.42,5,maikellPardoA,3.0,3.0,3.0,2.0
673,NicolasZon,0,265.42,5,NicolasZon,3.0,3.0,3.0,1.0
674,camilo654,0,153.75000000000003,5,camilo654,0.0,1.0,4.0,2.0
675,CristianLozano,0,262.09000000000003,5,,,,,
676,jdsuarezj,0,80.42000000000002,5,jdsuarezj,1.0,3.0,3.0,2.0
677,pipemax85,0,237.09000000000003,5,pipemax85,1.0,3.0,5.0,2.0
678,juandavidro,0,199.59,5,juandavidro,1.0,2.0,2.0,2.0
679,UNhcrodriguezl,0,89.59000000000003,5,UNhcrodriguezl,3.0,3.0,5.0,3.0
680,camilo13152,0,130.42000000000002,5,camilo13152,3.0,5.0,5.0,2.0
681,leavendanoro,0,146.25000000000003,5,leavendanoro,0.0,1.0,4.0,1.0
682,cdcordobaa,0,162.09,5,cdcordobaa,2.0,4.0,5.0,2.0
683,capinillab,0,88.75,5,capinillab,0.0,0.0,0.0,0.0
684,janoguerab,0,241.25,5,janoguerab,3.0,3.0,4.0,2.0
685,lfvalderrama,0,0.0,5,lfvalderrama,0.0,3.0,5.0,2.0
686,bsgarciac,0,32.09000000000003,5,bsgarciac,0.0,3.0,4.0,2.0
687,gabi04,0,195.42000000000002,5,gabi04,0.0,0.0,5.0,2.0
688,annipi,0,352.92,5,annipi,1.0,0.0,4.0,2.0
689,jdsolanos,0,352.92,5,jdsolanos,1.0,1.0,5.0,2.0
690,jcneivaa,0,352.92,5,jcneivaa,0.0,0.0,4.0,2.0
691,fmbernalb,0,352.92,5,fmbernalb,1.0,2.0,2.0,1.0
692,MogGy94,0,352.92,5,MogGy94,3.0,3.0,4.0,0.0
693,yocuervoc,0,352.92,5,yocuervoc,0.0,1.0,5.0,2.0
694,odprietoh,0,352.92,5,odprietoh,4.0,4.0,5.0,2.0
695,gasierram,1,167.5,5,gasierram,3.0,4.0,5.0,4.0
696,adamantwharf,1,250.0,5,,,,,
697,bdcajicam,1,150.83,5,bdcajicam,0.0,2.0,5.0,2.0
698,andfsanchezlem,1,312.5,5,andfsanchezlem,0.0,1.0,3.0,1.0
699,dfhincapiem,1,250.0,5,dfhincapiem,4.0,1.0,5.0,1.0
700,helmeraac,1,270.0,5,helmeraac,5.0,4.0,6.0,4.0
701,dasalgadob,1,257.5,5,dasalgadob,1.0,2.0,4.0,3.0
702,falperezgo,1,129.17,5,falperezgo,4.0,4.0,5.0,3.0
703,djguzmanc,1,23.329999999999984,5,djguzmanc,0.0,5.0,6.0,3.0
704,gsuarezc04,1,307.5,5,gsuarezc04,1.0,1.0,3.0,2.0
705,oeroaq,1,0.0,5,oeroaq,4.0,4.0,5.0,3.0
706,gcantem,1,74.17000000000002,5,gcantem,0.0,2.0,5.0,2.0
707,Semoralesga,1,191.67,5,Semoralesga,4.0,3.0,4.0,2.0
708,jonatan360,1,5.0,5,jonatan360,4.0,4.0,6.0,4.0
709,jesusfchavarro,1,12.5,5,jesusfchavarro,4.0,3.0,6.0,3.0
710,jesusfchavarro,1,12.5,5,jesusfchavarro,5.0,3.0,6.0,3.0
711,stevenbustos,1,159.17,5,stevenbustos,0.0,1.0,0.0,1.0
712,jufcontrerasco,1,93.32999999999998,5,jufcontrerasco,0.0,0.0,5.0,2.0
713,dsbarrerag,1,27.5,5,dsbarrerag,0.0,4.0,5.0,2.0
714,wolfstain,1,160.42,5,wolfstain,3.0,3.0,6.0,0.0
715,miaborjaac,1,34.170000000000016,5,miaborjaac,0.0,0.0,4.0,1.0
716,ivdgonzalezco,1,45.0,5,ivdgonzalezco,1.0,4.0,4.0,2.0
717,maikellPardo,1,295.0,5,maikellPardo,4.0,4.0,4.0,2.0
718,Christian7sr,1,233.32999999999998,5,Christian7sr,3.0,3.0,3.0,2.0
719,jsnarvaezb,1,145.83,5,jsnarvaezb,0.0,1.0,3.0,2.0
720,gfalbarracinr,1,257.5,5,gfalbarracinr,1.0,1.0,5.0,2.0
721,aldiazve,1,120.83000000000001,5,aldiazve,0.0,3.0,6.0,3.0
722,diegoaguevarar,1,40.0,5,diegoaguevarar,0.0,1.0,5.0,2.0
723,fevargasmo,1,117.5,5,fevargasmo,2.0,3.0,4.0,4.0
724,jmhurtadoc,1,236.67000000000002,5,jmhurtadoc,6.0,6.0,6.0,2.0
725,anfmorenoso,1,140.0,5,anfmorenoso,0.0,2.0,5.0,2.0
726,nabautistal,1,162.5,5,nabautistal,0.0,0.0,3.0,1.0
727,crigar,1,275.0,5,crigar,1.0,0.0,2.0,4.0
728,jiapulidoar,1,47.5,5,jiapulidoar,4.0,4.0,5.0,2.0
729,jsviveroj,1,25.829999999999984,5,jsviveroj,1.0,3.0,4.0,2.0
730,daandradec,1,20.829999999999984,5,daandradec,2.0,2.0,6.0,2.0
731,jcrubioa,1,111.25,5,jcrubioa,0.0,0.0,5.0,2.0
732,joahernandezca,1,195.83,5,joahernandezca,1.0,1.0,0.0,0.0
733,ItsNavi,1,357.5,5,ItsNavi,1.0,2.0,5.0,2.0
734,Zeugmax,1,357.5,5,Zeugmax,1.0,3.0,5.0,2.0
735,kastellanos,1,357.5,5,kastellanos,5.0,5.0,5.0,3.0
736,JairVillalba,1,282.5,5,JairVillalba,1.0,1.0,3.0,2.0
737,jusherrerama,2,237.5,5,,,,,
738,bdvegat,2,250.0,5,bdvegat,1.0,2.0,4.0,1.0
739,Phoenixest,2,282.5,5,Phoenixest,0.0,1.0,3.0,1.0
740,HashNick,2,205.0,5,HashNick,1.0,3.0,5.0,3.0
741,ccvacad,2,43.329999999999984,5,ccvacad,1.0,0.0,4.0,2.0
742,joaortizro,2,32.5,5,joaortizro,0.0,2.0,2.0,1.0
743,juasmartinezbel,2,20.0,5,juasmartinezbel,0.0,5.0,5.0,2.0
744,mdbelloc,2,220.0,5,mdbelloc,1.0,3.0,2.0,2.0
745,diegocruz10,2,229.17,5,diegocruz10,3.0,3.0,3.0,1.0
746,crarojasca,2,312.5,5,crarojasca,1.0,3.0,5.0,2.0
747,sagilm,2,179.17,5,sagilm,0.0,0.0,3.0,1.0
748,idrojasf,2,187.5,5,idrojasf,1.0,1.0,4.0,4.0
749,raulramirezp,2,85.0,5,raulramirezp,1.0,2.0,5.0,2.0
750,fabianr23,2,31.670000000000016,5,fabianr23,5.0,4.0,5.0,2.0
751,jhriverasa,2,39.170000000000016,5,jhriverasa,1.0,3.0,2.0,2.0
752,jhonsd1996,2,183.33,5,jhonsd1996,3.0,4.0,4.0,2.0
753,JuanitoAli,2,91.67000000000002,5,JuanitoAli,1.0,1.0,5.0,2.0
754,Davsatu313,2,34.79000000000002,5,Davsatu313,0.0,3.0,5.0,2.0
755,cesarochoa2006,2,30.829999999999984,5,cesarochoa2006,0.0,1.0,6.0,0.0
756,jjmuesesq,2,237.5,5,jjmuesesq,0.0,3.0,2.0,2.0
757,jucjimenezmo,2,170.0,5,jucjimenezmo,0.0,0.0,3.0,2.0
758,kancas,2,175.0,5,kancas,0.0,0.0,5.0,2.0
759,Gantiva,2,11.670000000000016,5,Gantiva,2.0,4.0,3.0,2.0
760,Dandarprox,2,81.67000000000002,5,Dandarprox,0.0,1.0,4.0,2.0
761,debeltranc,2,232.5,5,debeltranc,1.0,4.0,4.0,1.0
762,ykchautai,2,145.83,5,ykchautai,4.0,4.0,4.0,1.0
763,ligibrial,2,211.67,5,ligibrial,1.0,5.0,3.0,2.0
764,davidrh195,2,262.5,5,davidrh195,3.0,3.0,5.0,1.0
765,JulianaNino,2,133.33,5,JulianaNino,1.0,1.0,3.0,1.0
766,luegilca,2,257.5,5,luegilca,0.0,1.0,6.0,2.0
767,Yelis3,2,48.329999999999984,5,Yelis3,1.0,4.0,6.0,3.0
768,begarzonf,2,130.0,5,begarzonf,2.0,3.0,4.0,2.0
769,kmendezp96,2,52.70999999999998,5,kmendezp96,1.0,5.0,6.0,1.0
770,leguzman,2,18.329999999999984,5,leguzman,0.0,2.0,5.0,2.0
771,luealfonsoru,2,199.17,5,luealfonsoru,3.0,4.0,4.0,2.0
772,oserasoa,2,203.33,5,oserasoa,4.0,3.0,3.0,1.0
773,lsfinite,2,232.5,5,lsfinite,1.0,1.0,6.0,3.0
774,xdanielsb,2,0.0,5,xdanielsb,3.0,3.0,3.0,2.0
775,CSebasGomez,2,357.5,5,CSebasGomez,3.0,3.0,5.0,2.0
776,jhcardenasa,2,357.5,5,jhcardenasa,4.0,4.0,5.0,3.0
777,tres-iqus,2,357.5,5,tres-iqus,1.0,1.0,4.0,0.0
778,jscontrerasp,2,357.5,5,jscontrerasp,1.0,1.0,4.0,0.0
779,lemartinp,3,31.659999999999968,5,lemartinp,0.0,0.0,4.0,1.0
780,juligarji,3,5.829999999999984,5,juligarji,4.0,4.0,5.0,3.0
781,nfmorenog,3,233.32999999999998,5,nfmorenog,0.0,2.0,3.0,1.0
782,AFelipeGA,3,139.57999999999998,5,AFelipeGA,4.0,3.0,5.0,2.0
783,mballeng91,3,248.32999999999998,5,mballeng91,2.0,6.0,6.0,2.0
784,dduartec,3,15.0,5,dduartec,1.0,5.0,4.0,1.0
785,srmedinac,3,232.49999999999997,5,srmedinac,1.0,2.0,4.0,1.0
786,wilson911013,3,285.83,5,wilson911013,0.0,1.0,2.0,1.0
787,wapiravaguens,3,33.329999999999984,5,wapiravaguens,0.0,1.0,4.0,2.0
788,davidh17,3,151.24999999999997,5,davidh17,3.0,3.0,5.0,3.0
789,DianaNavarrete,3,215.82999999999998,5,DianaNavarrete,0.0,1.0,5.0,2.0
790,jdmonroyg,3,285.83,5,jdmonroyg,0.0,1.0,4.0,1.0
791,jorge52an,3,50.829999999999984,5,jorge52an,4.0,4.0,5.0,2.0
792,jscastelblancoh,3,2.5,5,jscastelblancoh,0.0,0.0,3.0,2.0
793,juclopezso,3,82.07999999999998,5,juclopezso,1.0,3.0,3.0,2.0
794,afforeroc,3,199.16,5,afforeroc,1.0,4.0,3.0,2.0
795,dagofonseca,3,129.16,5,dagofonseca,0.0,0.0,2.0,2.0
796,lacardenasv,3,10.829999999999984,5,lacardenasv,1.0,2.0,5.0,4.0
797,oacastillol,3,125.82999999999998,5,oacastillol,2.0,1.0,5.0,1.0
798,ncampuzano,3,157.49999999999997,5,ncampuzano,1.0,3.0,4.0,2.0
799,adriel62,3,59.15999999999997,5,adriel62,1.0,3.0,5.0,2.0
800,capinzor,3,157.49999999999997,5,capinzor,0.0,0.0,2.0,2.0
801,ofnanezn,3,162.49999999999997,5,ofnanezn,0.0,1.0,6.0,2.0
802,macuestap,3,183.32999999999998,5,macuestap,0.0,1.0,4.0,1.0
803,spenas,3,245.0,5,spenas,5.0,4.0,6.0,1.0
804,kgbayala528,3,62.079999999999984,5,kgbayala528,1.0,5.0,6.0,2.0
805,lgmoralesa,3,15.0,5,lgmoralesa,2.0,2.0,4.0,3.0
806,ronaldsg20,3,182.49999999999997,5,ronaldsg20,0.0,3.0,5.0,2.0
807,cccristanchoc,3,163.74999999999997,5,cccristanchoc,1.0,1.0,4.0,1.0
808,jmalvarezd,3,12.079999999999984,5,jmalvarezd,3.0,3.0,5.0,2.0
809,smarquezo,3,174.99999999999997,5,smarquezo,0.0,0.0,2.0,0.0
810,sarizag,3,151.24999999999997,5,sarizag,4.0,3.0,6.0,2.0
811,Chranium,3,265.83,5,Chranium,4.0,5.0,6.0,2.0
812,DavidQP,3,76.65999999999997,5,DavidQP,2.0,3.0,4.0,3.0
813,afceballosr,3,90.0,5,afceballosr,1.0,3.0,5.0,2.0
814,lizzyt10h,3,105.41,5,lizzyt10h,2.0,1.0,5.0,2.0
815,NicolasPrr,3,0.0,5,NicolasPrr,3.0,4.0,3.0,2.0
816,jumcorredorro,3,35.829999999999984,5,jumcorredorro,1.0,1.0,5.0,2.0
817,feartheGru,3,360.83,5,feartheGru,2.0,2.0,5.0,2.0
818,Danielsv9207,3,360.83,5,Danielsv9207,1.0,1.0,1.0,3.0
819,JhonEmmanuelTorres,3,360.83,5,JhonEmmanuelTorres,5.0,4.0,5.0,2.0
